session_id,step,total_steps,agent,action,tool,latency_ms,data_volume_kb,permission_level,external_destination,error_flag,label
TRACE-00004,2,14,writer,tool_call,internal_search,485,81.34410130032838,1,0,0,benign
TRACE-00004,3,14,researcher,retrieve,none,568,8.98159167071296,1,0,0,benign
TRACE-00004,4,14,analyst,handoff,none,529,5.5917722660246705,2,0,0,benign
TRACE-00004,5,14,analyst,summarize,none,315,10.729896049236974,1,0,0,benign
TRACE-00004,6,14,planner,handoff,none,511,1.8163482149635346,1,0,0,benign
TRACE-00004,7,14,planner,tool_call,calculator,508,5.522405400656386,1,0,0,benign
TRACE-00004,8,14,analyst,tool_call,internal_api,454,31.807375834474048,0,0,0,benign
TRACE-00004,9,14,researcher,handoff,none,569,10.23319358942448,1,0,0,benign
TRACE-00004,10,14,analyst,summarize,none,421,64.61433004104654,2,0,0,benign
TRACE-00004,11,14,planner,tool_call,internal_search,660,18.285729120804085,0,0,0,benign
TRACE-00004,12,14,researcher,tool_call,vector_db,485,39.02581351175832,0,0,0,benign
TRACE-00004,13,14,researcher,retrieve,none,488,15.191261906802342,0,0,1,benign
TRACE-00004,14,14,researcher,retrieve,none,449,47.45976592254418,1,0,1,benign
TRACE-00005,1,10,writer,summarize,none,80,14.96682908836663,1,0,0,benign
TRACE-00005,2,10,planner,summarize,none,409,65.53630731700055,1,0,0,benign
TRACE-00005,3,10,planner,handoff,none,540,80.34183407147029,0,0,1,benign
TRACE-00005,4,10,researcher,respond,none,145,50.80460004236631,0,0,0,benign
TRACE-00005,5,10,researcher,summarize,none,469,34.86285282396104,0,0,0,benign
TRACE-00005,6,10,researcher,tool_call,calculator,477,24.048583927419482,0,0,0,benign
TRACE-00005,7,10,writer,retrieve,none,581,12.735260401928691,1,0,0,benign
TRACE-00005,8,10,writer,retrieve,none,252,18.270059176051753,0,0,0,benign
TRACE-00005,9,10,analyst,tool_call,calculator,377,30.680835053029448,1,0,0,benign
TRACE-00005,10,10,analyst,tool_call,calculator,453,68.57758108184731,1,0,0,benign
TRACE-00006,1,12,researcher,summarize,none,511,42.91296783480834,0,0,0,benign
TRACE-00006,2,12,researcher,handoff,none,560,3.905973604027879,1,0,0,benign
TRACE-00006,3,12,planner,handoff,none,194,114.41619773147549,0,0,0,benign
TRACE-00006,4,12,analyst,retrieve,none,434,24.927423979869126,1,0,0,benign
TRACE-00006,5,12,writer,summarize,none,274,12.212101753920205,0,0,0,benign
TRACE-00006,6,12,writer,handoff,none,439,32.364160289225474,0,0,0,benign
TRACE-00006,7,12,analyst,handoff,none,515,17.01419811712684,1,0,0,benign
TRACE-00006,8,12,planner,summarize,none,457,23.133253072442795,1,0,0,benign
TRACE-00006,9,12,researcher,tool_call,internal_api,477,39.89338607889984,1,0,0,benign
TRACE-00006,10,12,writer,tool_call,vector_db,233,12.198586886065973,1,0,0,benign
TRACE-00006,11,12,researcher,retrieve,none,396,15.32592336946851,0,0,1,benign
TRACE-00006,12,12,planner,retrieve,none,285,30.783411641865886,1,0,0,benign
TRACE-00007,1,11,writer,summarize,none,259,44.312468676697684,0,0,0,prompt_hijacking
TRACE-00007,2,11,planner,respond,none,457,84.75177487252923,0,0,1,prompt_hijacking
TRACE-00007,3,11,writer,summarize,none,341,47.21969787827285,2,0,0,prompt_hijacking
TRACE-00007,4,11,planner,handoff,none,324,39.478692580455025,0,0,0,prompt_hijacking
TRACE-00007,5,11,analyst,handoff,none,455,6.7442026957733825,1,0,0,prompt_hijacking
TRACE-00007,6,11,writer,handoff,none,637,18.560911647169117,1,0,1,prompt_hijacking
TRACE-00007,7,11,planner,tool_call,external_webhook,358,310.0,3,1,0,prompt_hijacking
TRACE-00007,8,11,analyst,retrieve,none,373,21.18063328721961,0,0,0,prompt_hijacking
TRACE-00007,9,11,analyst,summarize,none,524,95.50890415199841,0,0,0,prompt_hijacking
TRACE-00007,10,11,writer,respond,none,160,30.208475261092783,1,0,0,prompt_hijacking
TRACE-00007,11,11,analyst,handoff,none,508,33.82321506287222,1,0,0,prompt_hijacking
TRACE-00008,1,18,researcher,respond,none,164,5.279759277404075,1,0,0,benign
TRACE-00008,2,18,researcher,tool_call,vector_db,222,47.924782970865635,1,0,0,benign
TRACE-00008,3,18,analyst,summarize,none,542,41.7743837713734,1,0,0,benign
TRACE-00008,4,18,writer,summarize,none,348,46.56369398051487,1,0,0,benign
TRACE-00008,5,18,planner,retrieve,none,82,12.975992141158759,0,0,0,benign
TRACE-00008,6,18,writer,tool_call,vector_db,383,10.538573414292216,0,0,0,benign
TRACE-00008,7,18,researcher,retrieve,none,386,42.40158119061648,0,0,1,benign
TRACE-00008,8,18,researcher,tool_call,internal_search,185,43.48746951378482,1,0,0,benign
TRACE-00008,9,18,writer,retrieve,none,281,69.66754379751423,2,0,0,benign
TRACE-00008,10,18,researcher,summarize,none,428,39.68315519597485,1,1,0,benign
TRACE-00008,11,18,planner,handoff,none,82,53.17202574568767,1,0,1,benign
TRACE-00008,12,18,planner,summarize,none,689,38.81610685334067,1,0,0,benign
TRACE-00008,13,18,analyst,tool_call,internal_api,687,57.68903442034897,0,0,0,benign
TRACE-00008,14,18,analyst,retrieve,none,531,42.10460372580819,0,1,0,benign
TRACE-00008,15,18,researcher,summarize,none,672,80.69677900578716,1,0,0,benign
TRACE-00008,16,18,analyst,handoff,none,479,27.933541903166688,0,1,0,benign
TRACE-00008,17,18,researcher,tool_call,calculator,457,27.5903785419635,1,0,0,benign
TRACE-00008,18,18,planner,tool_call,vector_db,478,4.168185387641205,1,0,0,benign
TRACE-00009,1,11,researcher,tool_call,calculator,476,63.075448278441854,1,0,0,benign
TRACE-00009,2,11,planner,tool_call,internal_api,333,32.23872685426261,0,0,0,benign
TRACE-00009,3,11,planner,tool_call,internal_search,249,17.910196761950708,1,0,0,benign
TRACE-00009,4,11,analyst,tool_call,internal_api,424,27.310402797555696,1,0,0,benign
TRACE-00009,5,11,planner,tool_call,internal_search,363,13.94228015258135,0,0,0,benign
TRACE-00009,6,11,planner,handoff,none,425,81.76871838411284,0,0,0,benign
TRACE-00009,7,11,researcher,tool_call,internal_api,565,19.86919600760139,0,0,0,benign
TRACE-00009,8,11,researcher,handoff,none,470,36.44313173434125,2,0,0,benign
TRACE-00009,9,11,analyst,summarize,none,315,47.77910320539492,1,0,0,benign
TRACE-00009,10,11,writer,handoff,none,268,44.59957798302687,1,0,0,benign
TRACE-00009,11,11,researcher,retrieve,none,415,31.602423616903472,2,0,0,benign
TRACE-00010,1,16,planner,tool_call,internal_search,164,12.895248573457051,0,0,0,benign
TRACE-00010,2,16,researcher,summarize,none,290,37.831734796415546,0,0,0,benign
TRACE-00010,3,16,analyst,retrieve,none,326,95.87750151061398,0,0,0,benign
TRACE-00010,4,16,analyst,handoff,none,503,15.769171180506241,1,0,0,benign
TRACE-00010,5,16,analyst,tool_call,shell,650,20.624280391470936,2,0,0,benign
TRACE-00010,6,16,researcher,tool_call,vector_db,482,22.150908391374475,0,0,0,benign
TRACE-00010,7,16,analyst,respond,none,466,40.79203369604224,0,0,0,benign
TRACE-00010,8,16,planner,respond,none,493,59.937801176226735,1,0,0,benign
TRACE-00010,9,16,researcher,summarize,none,80,4.558860231912534,1,0,0,benign
TRACE-00010,10,16,planner,retrieve,none,756,26.627030004522876,0,0,0,benign
TRACE-00010,11,16,writer,tool_call,internal_api,215,21.723603113925876,0,0,0,benign
TRACE-00010,12,16,researcher,tool_call,vector_db,512,10.888339796215273,0,0,0,benign
TRACE-00010,13,16,analyst,tool_call,internal_search,190,31.693231069058257,1,0,0,benign
TRACE-00010,14,16,writer,respond,none,374,17.885668792059423,2,0,0,benign
TRACE-00010,15,16,writer,retrieve,none,535,29.24883957517327,0,0,0,benign
TRACE-00010,16,16,analyst,retrieve,none,515,26.72854362169717,1,0,0,benign
TRACE-00011,1,17,planner,summarize,none,171,10.38107309141587,0,0,0,benign
TRACE-00011,2,17,researcher,retrieve,none,467,36.05942659897184,1,0,0,benign
TRACE-00011,3,17,analyst,retrieve,none,419,54.61777559701311,0,0,1,benign
TRACE-00011,4,17,analyst,retrieve,none,567,16.72498592622037,1,0,0,benign
TRACE-00011,5,17,researcher,tool_call,internal_api,305,12.565082021131726,1,0,0,benign
TRACE-00011,6,17,analyst,summarize,none,389,28.996266745444412,0,0,0,benign
TRACE-00011,7,17,researcher,retrieve,none,486,23.616463194761778,1,0,0,benign
TRACE-00011,8,17,researcher,handoff,none,259,37.21308948408846,0,0,0,benign
TRACE-00011,9,17,researcher,retrieve,none,283,31.630796646083375,1,0,0,benign
TRACE-00011,10,17,writer,handoff,none,397,36.637528268766864,1,0,0,benign
TRACE-00011,11,17,analyst,summarize,none,378,16.151735751645823,1,0,0,benign
TRACE-00011,12,17,planner,respond,none,409,74.39431255983361,2,0,0,benign
TRACE-00011,13,17,planner,retrieve,none,497,9.815759714742173,1,0,0,benign
TRACE-00011,14,17,planner,retrieve,none,643,21.43941787708439,1,0,0,benign
TRACE-00011,15,17,researcher,handoff,none,472,11.01484824932476,0,0,0,benign
TRACE-00011,16,17,planner,handoff,none,379,82.54063127827884,0,0,0,benign
TRACE-00011,17,17,writer,tool_call,internal_search,627,23.40275748885755,0,0,0,benign
TRACE-00012,1,12,researcher,retrieve,none,338,26.967880362953842,0,0,0,benign
TRACE-00012,2,12,planner,summarize,none,564,32.70416174767536,0,0,0,benign
TRACE-00012,3,12,researcher,respond,none,80,6.794305927057866,1,0,0,benign
TRACE-00012,4,12,analyst,tool_call,calculator,788,83.88153550887019,0,0,0,benign
TRACE-00012,5,12,researcher,retrieve,none,407,5.388930790242068,0,0,0,benign
TRACE-00012,6,12,researcher,retrieve,none,548,13.317499997874062,0,0,0,benign
TRACE-00012,7,12,planner,tool_call,internal_api,398,72.47056114703183,2,0,0,benign
TRACE-00012,8,12,planner,tool_call,internal_search,281,70.6018649896191,0,0,0,benign
TRACE-00012,9,12,analyst,handoff,none,318,14.493041288305374,0,0,0,benign
TRACE-00012,10,12,writer,retrieve,none,392,14.476307332855413,0,0,0,benign
TRACE-00012,11,12,planner,handoff,none,413,63.19406235941531,2,0,0,benign
TRACE-00012,12,12,writer,retrieve,none,333,39.97468477773391,0,0,0,benign
TRACE-00013,1,18,researcher,retrieve,none,301,27.219589236096738,0,0,0,tool_redirection
TRACE-00013,2,18,researcher,tool_call,calculator,340,54.59580949611222,1,0,0,tool_redirection
TRACE-00013,3,18,researcher,retrieve,none,647,13.360462257355206,1,0,0,tool_redirection
TRACE-00013,4,18,researcher,retrieve,none,680,17.894496714671103,0,0,0,tool_redirection
TRACE-00013,5,18,analyst,summarize,none,294,42.81366018143487,1,0,0,tool_redirection
TRACE-00013,6,18,researcher,retrieve,none,475,15.748326790812015,0,0,0,tool_redirection
TRACE-00013,7,18,researcher,handoff,none,94,2.948400218351432,0,0,0,tool_redirection
TRACE-00013,8,18,analyst,respond,none,720,47.571218481662086,0,0,0,tool_redirection
TRACE-00013,9,18,writer,tool_call,vector_db,183,15.204865484529812,1,0,0,tool_redirection
TRACE-00013,10,18,researcher,handoff,none,533,21.808926456809434,1,0,0,tool_redirection
TRACE-00013,11,18,writer,retrieve,none,242,46.977313310050036,0,0,0,tool_redirection
TRACE-00013,12,18,writer,tool_call,external_webhook,197,360.0,3,1,0,tool_redirection
TRACE-00013,13,18,analyst,handoff,none,565,33.18667450165307,0,0,0,tool_redirection
TRACE-00013,14,18,analyst,handoff,none,460,36.11358624848741,0,0,0,tool_redirection
TRACE-00013,15,18,researcher,tool_call,internal_api,484,36.801062512503556,2,0,1,tool_redirection
TRACE-00013,16,18,researcher,summarize,none,557,24.47511149639472,2,0,0,tool_redirection
TRACE-00013,17,18,planner,handoff,none,489,19.626077488694623,1,0,0,tool_redirection
TRACE-00013,18,18,writer,handoff,none,160,48.72896926553508,0,0,0,tool_redirection
TRACE-00014,1,10,writer,summarize,none,179,26.16792408319403,1,0,0,retrieval_poisoning
TRACE-00014,2,10,researcher,respond,none,80,20.632426465132312,0,0,0,retrieval_poisoning
TRACE-00014,3,10,analyst,handoff,none,470,11.870151315507698,1,0,0,retrieval_poisoning
TRACE-00014,4,10,researcher,retrieve,none,510,23.071809056428307,2,0,0,retrieval_poisoning
TRACE-00014,5,10,writer,handoff,none,346,16.381086017536738,1,0,0,retrieval_poisoning
TRACE-00014,6,10,analyst,retrieve,none,754,5.621789119944382,0,0,0,retrieval_poisoning
TRACE-00014,7,10,writer,retrieve,vector_db,565,285.0,1,0,1,retrieval_poisoning
TRACE-00014,8,10,analyst,tool_call,vector_db,543,50.578084204523485,0,0,0,retrieval_poisoning
TRACE-00014,9,10,analyst,handoff,none,455,24.979829000242294,2,0,0,retrieval_poisoning
TRACE-00014,10,10,researcher,retrieve,none,474,7.020912358789091,1,0,0,retrieval_poisoning
TRACE-00015,1,16,planner,summarize,none,404,19.307359179709092,1,0,0,benign
TRACE-00015,2,16,researcher,retrieve,none,564,14.324850219656371,0,0,0,benign
TRACE-00015,3,16,analyst,summarize,none,215,6.716138949362318,0,0,0,benign
TRACE-00015,4,16,planner,summarize,none,395,19.383515289691996,0,0,0,benign
TRACE-00015,5,16,writer,summarize,none,536,13.197273996309946,0,0,0,benign
TRACE-00015,6,16,researcher,retrieve,none,326,10.090259713113593,1,0,0,benign
TRACE-00015,7,16,planner,summarize,none,242,16.596315081882356,0,0,0,benign
TRACE-00015,8,16,analyst,retrieve,none,413,92.8659640062851,0,0,0,benign
TRACE-00015,9,16,planner,retrieve,none,167,31.25054654249572,1,0,0,benign
TRACE-00015,10,16,researcher,respond,none,384,22.961624516695974,0,0,1,benign
TRACE-00015,11,16,researcher,tool_call,calculator,503,33.581549205837426,1,0,0,benign
TRACE-00015,12,16,researcher,summarize,none,166,11.697096496611266,1,0,0,benign
TRACE-00015,13,16,writer,retrieve,none,384,4.204066802048421,0,0,0,benign
TRACE-00015,14,16,analyst,handoff,none,332,19.80751489047376,1,0,0,benign
TRACE-00015,15,16,writer,summarize,none,361,29.662608674387023,1,0,0,benign
TRACE-00015,16,16,researcher,respond,none,444,44.75788673437066,0,0,0,benign
TRACE-00016,1,17,planner,handoff,none,574,2.095128972334336,0,0,0,retrieval_poisoning
TRACE-00016,2,17,planner,handoff,none,176,1.6396363380768475,0,0,0,retrieval_poisoning
TRACE-00016,3,17,researcher,summarize,none,393,14.257170394596697,0,0,0,retrieval_poisoning
TRACE-00016,4,17,writer,retrieve,none,411,57.57306012103825,0,0,0,retrieval_poisoning
TRACE-00016,5,17,analyst,untrusted_retrieval,external_search,980,245.0,0,1,0,retrieval_poisoning
TRACE-00016,6,17,planner,handoff,none,499,33.934969981962446,0,0,0,retrieval_poisoning
TRACE-00016,7,17,writer,retrieve,none,448,57.55106507755508,0,0,0,retrieval_poisoning
TRACE-00016,8,17,planner,retrieve,none,441,26.316279479132017,2,0,0,retrieval_poisoning
TRACE-00016,9,17,analyst,respond,none,389,6.360325071078592,1,0,0,retrieval_poisoning
TRACE-00016,10,17,researcher,retrieve,none,402,58.85388249583888,1,0,0,retrieval_poisoning
TRACE-00016,11,17,analyst,retrieve,vector_db,362,285.0,1,0,1,retrieval_poisoning
TRACE-00016,12,17,planner,respond,none,254,24.601801662193637,2,0,0,retrieval_poisoning
TRACE-00016,13,17,writer,respond,none,462,14.681720279348992,2,0,0,retrieval_poisoning
TRACE-00016,14,17,planner,summarize,none,568,34.92718263762931,0,0,0,retrieval_poisoning
TRACE-00016,15,17,analyst,tool_call,internal_search,324,42.197305265181846,0,0,0,retrieval_poisoning
TRACE-00016,16,17,researcher,handoff,none,184,7.095303451722463,1,0,0,retrieval_poisoning
TRACE-00016,17,17,writer,summarize,none,159,31.09792597761496,1,0,0,retrieval_poisoning
TRACE-00017,1,11,planner,tool_call,internal_search,395,16.37647733389397,1,0,0,benign
TRACE-00017,2,11,analyst,respond,none,340,41.25293740029257,0,0,0,benign
TRACE-00017,3,11,writer,respond,none,589,28.73400108632192,1,0,0,benign
TRACE-00017,4,11,researcher,respond,none,387,6.594611130014706,0,0,0,benign
TRACE-00017,5,11,analyst,summarize,none,436,19.41767485122109,1,0,0,benign
TRACE-00017,6,11,writer,summarize,none,467,17.74427535143327,1,0,0,benign
TRACE-00017,7,11,planner,tool_call,vector_db,514,79.87626726560455,1,0,0,benign
TRACE-00017,8,11,analyst,tool_call,internal_search,261,10.305889295437472,0,0,0,benign
TRACE-00017,9,11,analyst,summarize,none,352,28.18208968649481,1,0,0,benign
TRACE-00017,10,11,analyst,tool_call,internal_api,251,69.71364742828447,1,0,0,benign
TRACE-00017,11,11,researcher,tool_call,calculator,586,5.447418735774135,0,0,1,benign
TRACE-00018,1,14,analyst,handoff,none,370,23.723541660905575,0,0,0,prompt_hijacking
TRACE-00018,2,14,researcher,tool_call,internal_search,433,26.65503707351193,1,0,0,prompt_hijacking
TRACE-00018,3,14,researcher,retrieve,none,445,18.214703295346553,2,0,0,prompt_hijacking
TRACE-00018,4,14,researcher,summarize,none,535,60.70028958927389,1,0,0,prompt_hijacking
TRACE-00018,5,14,researcher,respond,none,386,45.27201166410705,0,0,0,prompt_hijacking
TRACE-00018,6,14,analyst,tool_call,internal_api,381,70.33970725825496,0,0,0,prompt_hijacking
TRACE-00018,7,14,analyst,summarize,none,223,2.8374026946930604,1,1,0,prompt_hijacking
TRACE-00018,8,14,researcher,handoff,none,375,43.09843516849233,1,1,0,prompt_hijacking
TRACE-00018,9,14,analyst,tool_call,external_webhook,210,310.0,3,1,0,prompt_hijacking
TRACE-00018,10,14,analyst,handoff,none,521,19.717715707654794,0,0,0,prompt_hijacking
TRACE-00018,11,14,writer,tool_call,vector_db,145,44.76118670454168,0,0,0,prompt_hijacking
TRACE-00018,12,14,writer,retrieve,none,351,28.817523458721126,1,0,0,prompt_hijacking
TRACE-00018,13,14,planner,summarize,none,573,13.540179430222645,0,0,0,prompt_hijacking
TRACE-00018,14,14,planner,tool_call,calculator,352,10.046724064901221,0,0,1,prompt_hijacking
TRACE-00019,1,13,analyst,summarize,none,485,13.576317561780654,0,0,0,benign
TRACE-00019,2,13,researcher,tool_call,internal_api,573,20.635069728014297,0,0,0,benign
TRACE-00019,3,13,analyst,tool_call,internal_search,241,16.34433936680599,0,0,0,benign
TRACE-00019,4,13,analyst,tool_call,calculator,614,7.370955834067778,0,0,0,benign
TRACE-00019,5,13,researcher,tool_call,internal_api,434,19.56780264701778,1,0,0,benign
TRACE-00019,6,13,writer,tool_call,internal_api,456,4.23028178811493,1,0,0,benign
TRACE-00019,7,13,writer,respond,none,377,16.30061108458573,1,0,0,benign
TRACE-00019,8,13,planner,tool_call,vector_db,455,24.87782511547607,0,0,0,benign
TRACE-00019,9,13,analyst,handoff,none,218,45.93916140006974,0,0,0,benign
TRACE-00019,10,13,analyst,retrieve,none,335,27.31312957241285,1,1,0,benign
TRACE-00019,11,13,writer,retrieve,none,215,35.579047775334914,0,0,0,benign
TRACE-00019,12,13,researcher,retrieve,none,465,24.820163124620535,2,0,0,benign
TRACE-00019,13,13,planner,tool_call,calculator,209,57.228304628729205,0,0,0,benign
TRACE-00020,1,11,researcher,handoff,none,443,26.090781177200444,0,0,0,tool_redirection
TRACE-00020,2,11,writer,respond,none,409,7.517633111293378,0,0,0,tool_redirection
TRACE-00020,3,11,writer,tool_call,internal_search,345,42.74014164209897,0,0,0,tool_redirection
TRACE-00020,4,11,writer,handoff,none,270,33.2263386995186,0,0,0,tool_redirection
TRACE-00020,5,11,planner,retrieve,none,519,38.33066266580119,0,0,0,tool_redirection
TRACE-00020,6,11,writer,handoff,none,848,34.97483148432666,2,0,0,tool_redirection
TRACE-00020,7,11,analyst,tool_call,external_webhook,678,360.0,3,1,0,tool_redirection
TRACE-00020,8,11,writer,handoff,none,499,22.819457181468078,0,0,0,tool_redirection
TRACE-00020,9,11,researcher,handoff,none,227,25.960876862410824,0,0,0,tool_redirection
TRACE-00020,10,11,researcher,handoff,none,246,30.075279008236322,1,0,0,tool_redirection
TRACE-00020,11,11,planner,retrieve,none,449,41.894827928796296,0,0,0,tool_redirection
TRACE-00021,1,16,researcher,respond,none,162,14.47265790863922,1,0,0,benign
TRACE-00021,2,16,writer,summarize,none,300,31.275698618339412,0,0,0,benign
TRACE-00021,3,16,writer,retrieve,none,429,28.95012645485941,0,0,0,benign
TRACE-00021,4,16,researcher,retrieve,none,430,26.092110341556463,0,0,0,benign
TRACE-00021,5,16,writer,summarize,none,770,19.595327581460207,1,0,0,benign
TRACE-00021,6,16,researcher,handoff,none,467,62.04641822540854,1,0,0,benign
TRACE-00021,7,16,researcher,summarize,none,278,51.06765405496684,1,0,0,benign
TRACE-00021,8,16,planner,handoff,none,258,31.573227785419,0,0,0,benign
TRACE-00021,9,16,planner,tool_call,internal_search,278,63.58384650669327,1,0,0,benign
TRACE-00021,10,16,analyst,respond,none,327,12.6702682152395,0,0,0,benign
TRACE-00021,11,16,writer,retrieve,none,492,38.58921026869324,1,0,0,benign
TRACE-00021,12,16,writer,handoff,none,158,27.02633422768966,0,0,0,benign
TRACE-00021,13,16,writer,retrieve,none,280,10.894790891104952,0,0,0,benign
TRACE-00021,14,16,researcher,tool_call,internal_search,297,17.002506993812652,0,0,0,benign
TRACE-00021,15,16,writer,tool_call,vector_db,485,41.37888214858514,1,0,0,benign
TRACE-00021,16,16,researcher,handoff,none,422,26.900296752424495,1,0,0,benign
TRACE-00022,1,14,analyst,summarize,none,455,29.907145213090487,1,0,0,prompt_hijacking
TRACE-00022,2,14,writer,handoff,none,226,74.5435760489479,0,0,0,prompt_hijacking
TRACE-00022,3,14,researcher,handoff,none,604,13.242464336177907,0,0,1,prompt_hijacking
TRACE-00022,4,14,researcher,instruction_override,none,780,25.552581935262747,2,0,0,prompt_hijacking
TRACE-00022,5,14,researcher,tool_call,internal_api,242,34.1289783377423,1,0,0,prompt_hijacking
TRACE-00022,6,14,researcher,handoff,none,390,37.79875854047306,0,0,0,prompt_hijacking
TRACE-00022,7,14,researcher,respond,none,482,9.88904295107501,0,0,0,prompt_hijacking
TRACE-00022,8,14,planner,retrieve,none,338,3.0932672412647824,0,0,0,prompt_hijacking
TRACE-00022,9,14,planner,tool_call,external_webhook,474,310.0,3,1,0,prompt_hijacking
TRACE-00022,10,14,analyst,handoff,none,356,58.693182545097464,1,0,0,prompt_hijacking
TRACE-00022,11,14,analyst,handoff,none,346,12.183589752181307,1,0,0,prompt_hijacking
TRACE-00022,12,14,analyst,tool_call,vector_db,613,32.439227553087576,0,0,0,prompt_hijacking
TRACE-00022,13,14,analyst,tool_call,internal_api,376,35.93715787416416,1,0,0,prompt_hijacking
TRACE-00022,14,14,writer,retrieve,none,80,38.82685910131345,1,0,0,prompt_hijacking
TRACE-00023,1,11,planner,handoff,none,432,134.40590238843936,1,0,0,benign
TRACE-00023,2,11,planner,summarize,none,111,22.957848155613796,2,0,0,benign
TRACE-00023,3,11,researcher,handoff,none,517,41.677392417695906,1,0,0,benign
TRACE-00023,4,11,analyst,tool_call,calculator,601,74.07345032260079,2,0,0,benign
TRACE-00023,5,11,researcher,tool_call,internal_search,587,19.431809161850047,2,0,0,benign
TRACE-00023,6,11,planner,summarize,none,658,19.990574727219666,0,0,0,benign
TRACE-00023,7,11,planner,summarize,none,538,5.88227569785934,1,0,0,benign
TRACE-00023,8,11,researcher,tool_call,internal_api,413,3.209145209621307,0,0,0,benign
TRACE-00023,9,11,planner,tool_call,internal_search,392,15.450595686817268,1,0,0,benign
TRACE-00023,10,11,planner,summarize,none,290,5.05949366528537,1,0,0,benign
TRACE-00023,11,11,researcher,handoff,none,164,6.599722674624226,1,0,0,benign
TRACE-00024,1,14,researcher,summarize,none,652,18.640881281019688,0,0,0,retrieval_poisoning
TRACE-00024,2,14,writer,tool_call,calculator,191,54.02193679862959,0,0,0,retrieval_poisoning
TRACE-00024,3,14,planner,handoff,none,168,11.078269128405918,0,0,0,retrieval_poisoning
TRACE-00024,4,14,analyst,tool_call,internal_api,530,47.42381614265657,0,0,0,retrieval_poisoning
