session_id,event_count,agent_count,tool_call_count,unique_tool_count,external_call_count,privileged_action_count,max_permission_level,error_rate,mean_latency_ms,max_latency_ms,total_data_volume_kb,handoff_count,retrieval_count,suspicious_tool_count,instruction_override_count,untrusted_retrieval_count,label
TRACE-00027,8,4,2,2,0,1,2,0.0,557.75,815,255.507619574797,1,4,0,0,0,benign
TRACE-00028,4,3,1,1,0,1,2,0.0,332.25,780,155.18631264756164,1,0,0,1,0,prompt_hijacking
TRACE-00029,7,2,0,0,0,1,2,0.0,464.0,769,209.02565786078725,1,4,0,0,0,benign
TRACE-00030,5,3,0,0,1,0,1,0.0,374.4,470,192.97477370767132,1,0,0,0,0,benign
TRACE-00031,4,2,2,1,0,0,1,0.0,322.75,432,137.99981558278725,1,1,0,0,0,benign
TRACE-00032,8,4,1,1,0,0,1,0.0,395.75,615,235.0732481409392,3,1,0,0,0,benign
TRACE-00033,5,3,2,1,0,1,2,0.0,467.8,780,172.60291040534372,0,0,0,1,0,prompt_hijacking
TRACE-00034,7,3,1,1,0,0,1,0.0,383.85714285714283,560,195.73224820223209,1,3,0,0,0,benign
TRACE-00035,8,4,2,2,0,1,3,0.0,489.25,707,261.000078899104,2,2,1,0,0,tool_redirection
TRACE-00036,6,3,2,2,0,1,2,0.16666666666666666,346.3333333333333,567,223.4675766892646,2,1,0,0,0,benign
TRACE-00037,6,3,2,2,0,0,1,0.0,391.5,688,239.51824118661887,1,1,0,0,0,benign
TRACE-00038,6,4,2,2,0,0,1,0.16666666666666666,508.5,749,130.90301764156132,2,0,0,0,0,benign
TRACE-00039,4,3,0,0,0,0,1,0.25,385.0,502,135.8414879970075,2,1,0,0,0,benign
TRACE-00040,8,4,3,2,0,1,2,0.0,484.625,738,236.87168411801503,1,1,0,0,0,benign
TRACE-00041,6,3,2,2,0,0,1,0.16666666666666666,293.5,649,215.91845757902942,2,0,0,0,0,benign
TRACE-00042,5,3,0,0,1,1,2,0.0,423.2,706,148.84958669975333,2,1,0,0,0,prompt_hijacking
TRACE-00043,8,3,0,0,0,1,2,0.0,357.625,489,313.0607833511438,4,3,0,0,0,benign
TRACE-00044,6,4,3,2,1,0,1,0.0,462.6666666666667,615,159.4341277026172,1,0,0,0,0,benign
TRACE-00045,6,3,1,1,0,1,2,0.0,539.8333333333334,650,181.91245811281448,0,3,1,0,0,benign
TRACE-00046,4,3,0,1,1,0,1,0.0,517.5,980,350.0162587373181,0,3,1,0,1,retrieval_poisoning
TRACE-00047,6,3,4,3,0,1,2,0.16666666666666666,302.8333333333333,442,224.6898376879698,1,1,0,0,0,benign
TRACE-00048,6,3,2,1,0,0,1,0.0,401.0,707,162.1095404966005,3,1,0,0,0,benign
TRACE-00049,8,3,2,2,0,1,2,0.0,554.375,780,249.77849281367483,1,4,0,1,0,prompt_hijacking
TRACE-00050,5,2,1,1,0,1,2,0.0,437.8,673,222.60573949811726,2,0,0,0,0,benign
TRACE-00051,7,4,0,1,1,0,1,0.0,425.2857142857143,980,457.4379815381319,2,2,1,0,1,retrieval_poisoning
TRACE-00052,8,4,0,0,1,0,1,0.125,480.25,677,203.01301514678124,2,0,0,0,0,benign
TRACE-00053,4,2,2,3,1,0,1,0.0,551.0,980,287.82678478374066,0,1,1,0,1,retrieval_poisoning
TRACE-00054,7,4,4,2,1,0,1,0.0,416.85714285714283,589,256.83033969947144,0,2,0,0,0,benign
TRACE-00055,8,3,2,2,2,1,2,0.0,492.375,780,323.45502570231605,0,0,0,1,0,prompt_hijacking
TRACE-00056,7,4,1,1,0,1,2,0.0,526.8571428571429,739,211.1929407494681,2,2,0,0,0,benign
TRACE-00057,5,3,2,2,0,1,2,0.0,308.4,520,103.83747312256843,2,0,0,0,0,benign
TRACE-00058,7,4,1,1,0,0,1,0.42857142857142855,456.57142857142856,652,177.85418448411622,0,0,0,0,0,tool_redirection
TRACE-00059,5,2,2,2,0,2,3,0.2,528.6,690,303.63413464940527,1,1,1,0,0,tool_redirection
TRACE-00060,7,4,2,2,0,0,1,0.0,535.7142857142857,663,194.5047476472568,1,3,0,0,0,benign
TRACE-00061,7,4,2,2,1,0,1,0.0,429.14285714285717,607,215.7507910715824,2,1,0,0,0,benign
TRACE-00062,6,4,0,0,0,2,2,0.0,418.3333333333333,586,213.00439518312822,2,3,0,0,0,benign
TRACE-00063,8,4,3,2,0,0,1,0.25,467.625,708,212.1302323043505,2,2,0,0,0,benign
TRACE-00064,4,3,1,1,0,0,1,0.0,390.0,627,173.07549491373152,1,2,0,0,0,benign
TRACE-00065,6,4,1,1,0,0,1,0.16666666666666666,404.5,613,252.11859949826,2,1,0,0,0,benign
TRACE-00066,5,3,2,2,0,0,1,0.0,495.8,690,141.66685937252817,1,1,0,0,0,benign
TRACE-00067,5,4,1,1,0,1,2,0.0,470.0,695,126.33181942964444,0,3,0,0,0,benign
TRACE-00068,6,2,1,1,0,0,1,0.16666666666666666,472.3333333333333,674,168.28452640757223,3,0,0,0,0,benign
TRACE-00069,7,3,2,2,0,0,1,0.0,369.2857142857143,558,290.09899801333245,2,2,0,0,0,benign
TRACE-00070,7,3,0,0,0,0,1,0.0,472.7142857142857,621,201.1477636977936,3,2,0,0,0,benign
TRACE-00071,5,4,1,1,0,1,2,0.0,453.6,780,167.93870370074538,2,0,0,1,0,prompt_hijacking
TRACE-00072,6,2,0,0,1,0,1,0.0,327.3333333333333,466,260.52059613482214,1,2,0,0,0,benign
TRACE-00073,4,3,1,1,0,0,1,0.0,385.0,569,95.74123794273274,1,1,0,0,0,benign
TRACE-00074,4,2,0,0,0,1,2,0.0,389.5,531,108.23051406327923,0,2,0,0,0,benign
TRACE-00075,6,3,1,1,0,2,2,0.0,481.0,780,170.92342545243446,0,2,0,1,0,prompt_hijacking
TRACE-00076,4,3,1,1,0,1,2,0.0,365.5,549,154.39165492413053,0,2,0,0,0,benign
TRACE-00077,4,3,1,1,0,0,1,0.0,455.25,676,107.1846517754646,0,2,0,0,0,benign
TRACE-00078,7,3,2,2,0,1,2,0.0,366.14285714285717,650,241.74527911873028,1,1,1,0,0,benign
TRACE-00079,4,3,1,2,1,0,1,0.0,607.25,980,317.79773086790476,0,3,1,0,1,retrieval_poisoning
TRACE-00080,6,3,3,2,0,0,1,0.16666666666666666,487.5,726,167.57161016884953,1,1,0,0,0,benign
TRACE-00081,4,3,1,1,0,0,1,0.0,479.5,665,180.45330220183763,1,0,0,0,0,prompt_hijacking
TRACE-00082,7,3,2,2,0,0,1,0.0,455.57142857142856,589,175.18895421428667,2,0,0,0,0,benign
TRACE-00083,7,4,2,3,1,0,1,0.2857142857142857,539.8571428571429,980,436.54103919063664,0,4,1,0,1,retrieval_poisoning
TRACE-00084,6,3,1,1,0,1,2,0.0,429.5,650,289.59772001514665,1,3,1,0,0,benign
TRACE-00085,7,2,2,2,0,1,2,0.0,579.7142857142857,780,199.44823326586328,2,1,0,1,0,prompt_hijacking
TRACE-00086,6,4,2,2,1,1,2,0.16666666666666666,419.3333333333333,980,420.5929022050629,1,2,1,0,1,retrieval_poisoning
TRACE-00087,5,2,2,2,0,3,2,0.0,419.6,520,138.29143801511688,0,0,0,0,0,benign
TRACE-00088,6,4,2,1,0,0,1,0.0,358.6666666666667,457,140.0118671074966,3,0,0,0,0,benign
TRACE-00089,7,4,1,1,0,0,1,0.0,386.42857142857144,664,241.94888881661007,1,2,0,0,0,tool_redirection
TRACE-00090,4,4,0,0,0,0,1,0.0,505.75,580,172.40527131658828,1,2,0,0,0,benign
TRACE-00091,4,3,2,2,0,1,2,0.25,530.25,650,149.0076996112478,0,1,1,0,0,benign
TRACE-00092,6,3,2,2,1,1,2,0.0,301.3333333333333,541,193.26830029097604,2,1,0,0,0,tool_redirection
TRACE-00093,6,4,2,2,0,1,2,0.0,471.8333333333333,617,135.87745941858253,0,0,0,0,0,benign
TRACE-00094,6,4,1,1,0,1,2,0.0,437.0,780,334.0113894392028,2,2,0,1,0,prompt_hijacking
TRACE-00095,6,4,3,2,1,0,1,0.16666666666666666,372.6666666666667,577,160.36750775531434,0,1,0,0,0,tool_redirection
TRACE-00096,6,4,3,2,1,0,1,0.0,450.5,824,91.6802233482887,0,2,0,0,0,retrieval_poisoning
TRACE-00097,5,2,1,1,0,1,2,0.0,384.2,507,91.92272072239618,0,0,0,0,0,prompt_hijacking
TRACE-00098,7,3,3,2,0,0,1,0.0,451.42857142857144,672,370.4898946961929,0,1,0,0,0,tool_redirection
TRACE-00099,4,2,1,1,0,0,1,0.0,448.75,610,139.70848639057766,1,1,0,0,0,benign
TRACE-00100,7,3,5,3,0,0,1,0.0,533.8571428571429,650,341.8503495695964,0,2,0,0,0,benign
TRACE-00101,6,2,2,2,0,2,3,0.0,426.0,690,226.41169306528693,1,2,1,0,0,tool_redirection
TRACE-00102,8,4,0,0,0,0,1,0.0,390.125,538,174.9995648874257,2,5,0,0,0,benign
TRACE-00103,5,2,4,3,0,0,1,0.0,304.4,596,166.33880702857397,0,1,0,0,0,prompt_hijacking
TRACE-00104,5,3,1,1,0,1,2,0.0,351.4,588,180.27339886169028,0,2,0,0,0,benign
TRACE-00105,8,4,3,3,0,2,2,0.0,396.0,739,324.0564624185405,2,3,1,0,0,benign
TRACE-00106,8,3,2,2,0,1,3,0.0,352.5,690,296.2780494119263,0,2,1,0,0,tool_redirection
TRACE-00107,6,4,3,2,0,1,2,0.0,365.0,780,161.86503420421377,0,1,0,1,0,prompt_hijacking
TRACE-00108,6,4,3,3,0,0,1,0.0,466.5,696,175.4702612852791,1,1,0,0,0,benign
TRACE-00109,7,2,2,2,0,1,2,0.0,399.7142857142857,594,202.52619880640685,0,2,0,0,0,benign
TRACE-00110,5,3,1,1,0,0,1,0.2,439.4,583,174.0197972140973,1,1,0,0,0,benign
TRACE-00111,6,3,3,2,0,1,2,0.0,337.1666666666667,489,228.44113682050278,3,0,0,0,0,benign
TRACE-00112,6,3,2,2,1,2,2,0.0,464.8333333333333,780,174.62861282353356,0,0,0,1,0,prompt_hijacking
TRACE-00113,6,3,3,3,0,0,1,0.0,403.1666666666667,741,184.77536638921853,0,2,0,0,0,benign
TRACE-00114,4,4,2,2,0,0,1,0.0,167.75,332,151.07391164333052,0,1,0,0,0,benign
TRACE-00115,7,3,0,0,1,0,1,0.0,392.14285714285717,568,181.42994339059334,3,3,0,0,0,benign
TRACE-00116,7,4,0,0,0,0,1,0.0,413.0,547,167.2079609722419,2,3,0,0,0,benign
TRACE-00117,6,4,3,3,0,0,1,0.0,376.6666666666667,554,173.11932326721194,1,1,0,0,0,benign
TRACE-00118,7,3,1,1,0,0,1,0.0,473.0,621,235.9496693461088,2,2,0,0,0,retrieval_poisoning
TRACE-00119,7,3,0,0,0,0,1,0.14285714285714285,392.85714285714283,808,260.97001677588014,0,4,0,0,0,benign
TRACE-00120,7,3,4,3,0,1,2,0.14285714285714285,521.7142857142857,717,154.30999681225683,1,2,0,0,0,benign
TRACE-00121,4,2,1,1,0,1,2,0.25,397.75,780,122.36459910966988,1,0,0,1,0,prompt_hijacking
TRACE-00122,4,2,0,0,0,0,1,0.0,472.25,592,152.0896852974632,1,0,0,0,0,retrieval_poisoning
TRACE-00123,4,3,1,1,0,0,1,0.0,509.75,664,89.1843988370921,1,2,0,0,0,benign
TRACE-00124,7,4,2,2,0,0,1,0.0,493.57142857142856,720,163.43094545993537,2,2,0,0,0,benign
TRACE-00125,5,3,0,0,0,0,1,0.0,375.6,679,100.7143916528484,2,0,0,0,0,benign
TRACE-00126,7,3,2,2,0,0,1,0.0,356.0,514,200.42348943883047,1,1,0,0,0,benign
TRACE-00127,6,3,2,1,0,1,2,0.0,625.1666666666666,780,145.84431767580475,0,1,0,1,0,prompt_hijacking
TRACE-00128,7,4,2,2,0,2,3,0.0,423.14285714285717,690,271.0662011321378,0,2,1,0,0,tool_redirection
TRACE-00129,5,3,1,1,0,0,1,0.0,578.2,707,195.01215982088468,1,2,0,0,0,benign
TRACE-00130,7,4,1,2,1,1,2,0.0,442.14285714285717,980,478.3669791302531,3,2,1,0,1,retrieval_poisoning
TRACE-00131,5,4,0,0,0,0,1,0.0,433.0,693,175.47201208366022,1,4,0,0,0,benign
TRACE-00132,6,3,2,2,0,0,1,0.0,436.5,731,151.91351037509926,1,1,0,0,0,benign
TRACE-00133,4,2,3,3,0,2,3,0.0,468.5,690,85.57729873307593,0,1,1,0,0,tool_redirection
TRACE-00134,6,3,1,1,0,0,1,0.0,444.3333333333333,850,126.92903957203079,1,0,0,0,0,prompt_hijacking
TRACE-00135,7,3,1,1,0,2,2,0.0,581.4285714285714,748,172.6093077150428,2,0,1,0,0,benign
TRACE-00136,4,3,0,0,0,0,1,0.25,560.25,677,98.87788521759889,1,3,0,0,0,benign
TRACE-00137,7,2,3,3,1,1,2,0.0,455.85714285714283,708,261.55440079897375,2,1,1,0,0,benign
TRACE-00138,5,4,2,2,0,0,1,0.2,464.2,545,181.86534113578142,0,0,0,0,0,benign
TRACE-00139,7,2,0,0,0,0,1,0.0,392.0,585,164.52738038940427,2,2,0,0,0,benign
TRACE-00140,5,3,0,0,0,1,2,0.0,484.8,802,118.5143049956351,3,1,0,0,0,benign
TRACE-00141,6,3,1,1,0,1,2,0.16666666666666666,427.1666666666667,588,142.19775872733047,2,2,0,0,0,benign
TRACE-00142,6,4,1,2,1,0,1,0.0,556.5,980,316.93390252024295,1,3,1,0,1,retrieval_poisoning
TRACE-00143,6,4,2,2,0,1,3,0.0,384.6666666666667,690,229.268882162292,1,1,1,0,0,tool_redirection
TRACE-00144,6,3,0,1,1,0,1,0.0,507.8333333333333,980,500.9633479146479,0,4,1,0,1,retrieval_poisoning
TRACE-00145,6,4,1,1,0,0,1,0.0,379.8333333333333,500,216.13126917257893,1,0,0,0,0,benign
TRACE-00146,4,3,1,1,0,1,2,0.5,459.0,540,144.74311051501775,1,0,0,0,0,benign
TRACE-00147,5,4,1,1,0,1,2,0.0,458.8,737,66.29608131861235,1,2,0,0,0,benign
TRACE-00148,6,4,0,0,0,1,2,0.0,442.1666666666667,694,326.65549907230996,2,3,0,0,0,benign
TRACE-00149,4,2,1,1,1,2,3,0.0,447.75,690,44.87457096180452,0,0,1,0,0,tool_redirection
TRACE-00150,7,3,1,1,0,1,2,0.0,558.5714285714286,780,169.20312097774683,2,0,0,1,0,prompt_hijacking
TRACE-00151,5,3,2,2,0,1,2,0.0,453.4,684,130.71846999972198,0,1,0,0,0,benign
TRACE-00152,4,2,3,2,0,1,2,0.0,507.0,631,211.7600528391208,0,0,0,0,0,benign
TRACE-00153,5,3,0,0,0,1,2,0.4,387.6,553,85.71879408404536,0,1,0,0,0,benign
TRACE-00154,5,3,1,2,1,0,1,0.0,629.4,980,364.2182441466815,1,2,1,0,1,retrieval_poisoning
TRACE-00155,4,3,2,2,0,1,2,0.0,588.5,780,124.14040812080722,0,1,0,1,0,prompt_hijacking
TRACE-00156,7,4,1,1,0,0,1,0.0,402.2857142857143,584,173.9225108528576,0,1,0,0,0,tool_redirection
TRACE-00157,4,3,1,1,0,0,1,0.0,360.25,501,143.26549470923214,1,1,0,0,0,retrieval_poisoning
TRACE-00158,7,4,2,2,0,0,1,0.0,341.2857142857143,496,196.54669581176285,2,0,0,0,0,benign
TRACE-00159,4,3,1,1,0,1,2,0.0,577.0,694,197.3687882133273,1,0,0,0,0,tool_redirection
TRACE-00160,5,2,2,2,0,1,2,0.0,452.4,658,160.03885759337803,1,2,1,0,0,benign
TRACE-00161,8,3,3,2,2,1,2,0.125,585.125,780,176.08920635135695,1,2,0,1,0,prompt_hijacking
TRACE-00162,4,3,2,2,0,0,1,0.25,400.75,509,271.08818666340864,0,2,0,0,0,tool_redirection
TRACE-00163,6,3,2,2,0,1,2,0.0,356.1666666666667,749,230.49943350570615,3,0,0,0,0,benign
TRACE-00164,6,3,3,3,0,0,1,0.0,443.5,551,315.7910027748493,0,2,0,0,0,retrieval_poisoning
TRACE-00165,6,3,1,1,0,0,1,0.0,374.0,523,259.2851357582752,1,3,0,0,0,benign
TRACE-00166,7,3,0,1,1,2,2,0.14285714285714285,458.14285714285717,980,563.0615636965421,1,3,1,0,1,retrieval_poisoning
TRACE-00167,7,3,3,2,0,0,1,0.0,386.14285714285717,525,322.58365596070587,2,0,0,0,0,benign
TRACE-00168,8,4,0,0,0,1,2,0.0,461.0,780,277.0313817278564,3,0,0,1,0,prompt_hijacking
TRACE-00169,5,2,0,0,0,2,2,0.2,379.6,502,195.6788262148624,0,2,0,0,0,benign
TRACE-00170,6,4,2,2,0,1,2,0.3333333333333333,509.5,780,160.92833344851448,1,1,0,1,0,prompt_hijacking
TRACE-00171,5,2,1,1,0,0,1,0.0,389.8,469,234.32523388665038,1,2,0,0,0,benign
TRACE-00172,4,2,1,1,0,0,1,0.0,488.5,741,156.22566714053013,1,1,0,0,0,benign
TRACE-00173,7,4,4,3,0,0,1,0.0,411.85714285714283,622,231.67962169054306,1,0,0,0,0,benign
TRACE-00174,4,3,1,1,0,2,2,0.0,387.25,503,189.35934617417183,2,0,0,0,0,benign
TRACE-00175,5,4,1,1,0,0,1,0.0,487.0,642,141.12382885721397,1,0,0,0,0,benign
TRACE-00176,7,3,1,1,1,0,1,0.14285714285714285,396.57142857142856,784,223.80706160594607,2,0,0,0,0,benign
TRACE-00177,6,3,3,2,0,1,3,0.0,392.6666666666667,690,232.62996474958152,0,2,1,0,0,tool_redirection
TRACE-00178,6,3,3,2,0,0,1,0.16666666666666666,525.3333333333334,742,284.2142289686871,1,2,0,0,0,tool_redirection
TRACE-00179,5,3,2,2,0,0,1,0.0,563.2,700,160.54295317658486,1,1,0,0,0,benign
TRACE-00180,5,2,1,1,0,0,1,0.2,545.8,803,144.4580859751716,0,2,0,0,0,benign
TRACE-00181,5,3,0,0,0,0,1,0.0,414.6,678,174.64262858910314,2,3,0,0,0,retrieval_poisoning
TRACE-00182,4,3,1,1,0,0,1,0.25,503.5,740,128.49627807201875,1,0,0,0,0,benign
TRACE-00183,7,4,0,0,0,0,1,0.14285714285714285,340.2857142857143,535,299.2007241130328,3,3,0,0,0,benign
TRACE-00184,5,3,1,2,1,0,1,0.0,571.2,980,324.08674843487313,1,2,1,0,1,retrieval_poisoning
TRACE-00185,5,4,1,1,0,1,2,0.0,462.8,780,98.00565182259442,0,0,0,1,0,prompt_hijacking
TRACE-00186,7,4,3,2,1,0,1,0.0,337.2857142857143,556,255.93605535527777,1,2,0,0,0,benign
TRACE-00187,7,3,1,1,0,1,2,0.0,510.57142857142856,728,181.17611110705224,2,1,0,0,0,benign
TRACE-00188,6,4,2,2,0,0,1,0.16666666666666666,604.3333333333334,686,161.24144501583498,0,1,0,0,0,benign
TRACE-00189,7,3,2,2,0,1,3,0.0,517.4285714285714,793,169.9566839015079,2,1,1,0,0,tool_redirection
TRACE-00190,6,3,4,4,0,1,3,0.0,438.3333333333333,690,172.26381344766185,0,0,1,0,0,tool_redirection
TRACE-00191,6,4,1,1,0,1,2,0.0,376.6666666666667,725,156.2906650327796,3,0,0,0,0,benign
TRACE-00192,6,3,2,2,0,0,1,0.16666666666666666,465.8333333333333,808,174.99886703055535,0,2,0,0,0,retrieval_poisoning
TRACE-00193,6,3,1,2,1,1,2,0.0,427.5,980,327.3556887284153,2,1,1,0,1,retrieval_poisoning
TRACE-00194,5,3,3,2,1,0,1,0.0,459.0,713,115.21715294275334,1,1,0,0,0,benign
TRACE-00195,6,4,0,0,0,0,1,0.0,395.1666666666667,584,239.39182702535012,2,3,0,0,0,benign
TRACE-00196,6,3,3,3,0,0,1,0.0,435.5,629,137.57796647240056,1,1,0,0,0,benign
TRACE-00197,7,4,4,2,1,2,2,0.0,407.42857142857144,517,173.58454119004716,1,2,0,0,0,benign
TRACE-00198,8,4,4,3,0,0,1,0.0,471.625,612,224.7224181401132,0,1,0,0,0,tool_redirection
TRACE-00199,6,3,0,1,1,0,1,0.0,594.0,980,395.1021928148749,1,4,1,0,1,retrieval_poisoning
TRACE-00200,4,3,0,0,0,0,1,0.0,335.0,466,145.54202277861006,2,0,0,0,0,benign
TRACE-00201,7,3,2,1,0,0,1,0.0,506.2857142857143,687,222.66503311729326,2,1,0,0,0,benign
TRACE-00202,8,4,3,3,0,0,1,0.0,419.5,545,177.9816931329932,1,1,0,0,0,benign
TRACE-00203,4,3,1,1,0,1,2,0.25,384.5,459,144.32007547911547,0,3,0,0,0,benign
TRACE-00204,5,4,2,2,0,0,1,0.2,452.2,681,154.80732549230578,2,1,0,0,0,benign
TRACE-00205,7,4,3,1,0,1,2,0.0,397.2857142857143,649,324.53976835593033,1,2,0,0,0,benign
TRACE-00206,4,3,1,1,0,0,0,0.0,409.25,507,125.94144856897853,2,1,0,0,0,benign
TRACE-00207,6,3,2,2,0,1,2,0.0,452.5,661,179.87877022279235,1,1,0,0,0,benign
TRACE-00208,6,2,2,1,0,0,1,0.16666666666666666,460.6666666666667,596,203.10825056749886,1,0,0,0,0,benign
TRACE-00209,8,3,1,1,2,0,1,0.0,404.5,592,282.7281209490649,2,4,0,0,0,benign
TRACE-00210,4,2,3,3,0,1,2,0.0,445.0,580,96.9783243623626,0,1,0,0,0,benign
TRACE-00211,5,3,3,2,0,0,1,0.0,402.0,555,165.1929649725127,1,0,0,0,0,benign
TRACE-00212,6,3,1,1,0,2,3,0.16666666666666666,540.0,700,215.65489953930023,1,2,1,0,0,tool_redirection
TRACE-00213,4,3,1,1,0,0,1,0.0,432.75,585,143.39343128215953,0,1,0,0,0,benign
TRACE-00214,6,3,2,1,0,1,2,0.0,336.5,490,372.5838537253462,2,1,0,0,0,benign
TRACE-00215,4,2,1,1,0,0,1,0.0,472.75,778,110.211550985121,0,1,0,0,0,benign
TRACE-00216,6,3,0,0,0,0,1,0.0,405.5,499,113.89336338944156,2,2,0,0,0,benign
TRACE-00217,8,4,1,1,1,1,2,0.25,473.75,597,301.80374055107325,1,1,0,0,0,benign
TRACE-00218,5,3,1,1,0,0,1,0.0,431.6,780,118.13335467939851,0,3,0,0,0,benign
TRACE-00219,7,4,4,3,0,1,2,0.0,476.85714285714283,780,265.3972279194621,0,0,0,1,0,prompt_hijacking
TRACE-00220,6,3,2,1,0,0,1,0.0,324.8333333333333,418,288.1171540863779,2,1,0,0,0,prompt_hijacking
TRACE-00221,6,3,0,0,0,0,1,0.16666666666666666,492.0,711,235.68232708762025,4,1,0,0,0,benign
TRACE-00222,6,3,1,1,0,1,2,0.16666666666666666,465.5,751,139.10645100274212,0,1,0,0,0,benign
TRACE-00223,7,4,0,0,0,0,1,0.0,464.85714285714283,706,379.0295847104104,4,2,0,0,0,benign
TRACE-00224,5,3,0,0,0,1,2,0.0,432.8,478,190.70464477051638,1,3,0,0,0,benign
TRACE-00225,4,3,1,1,0,1,2,0.0,560.75,780,206.81200205210197,0,1,0,1,0,prompt_hijacking
TRACE-00226,8,4,1,1,0,1,2,0.0,481.875,727,294.84139895343856,1,3,0,0,0,prompt_hijacking
TRACE-00227,4,3,2,3,1,0,1,0.0,568.25,980,320.63338563416374,0,2,1,0,1,retrieval_poisoning
TRACE-00228,7,3,3,3,0,2,2,0.0,422.2857142857143,650,149.20675301418666,0,2,1,0,0,benign
TRACE-00229,6,4,0,0,0,1,2,0.0,500.6666666666667,780,234.75136215014612,0,1,0,1,0,prompt_hijacking
TRACE-00230,4,4,1,1,1,0,1,0.0,358.25,432,136.12569951998105,1,1,0,0,0,benign
TRACE-00231,6,3,1,1,0,2,2,0.0,577.0,694,237.82732501089455,1,2,1,0,0,benign
TRACE-00232,5,3,2,2,0,0,1,0.0,341.6,418,128.2866889967367,0,2,0,0,0,tool_redirection
TRACE-00233,5,4,3,3,0,0,1,0.2,369.8,649,145.27625383212487,1,1,0,0,0,benign
TRACE-00234,5,4,0,0,1,1,2,0.2,567.0,780,176.48650203838912,2,1,0,1,0,prompt_hijacking
TRACE-00235,4,2,0,0,0,1,2,0.25,437.5,772,117.23051571347983,1,1,0,0,0,benign
TRACE-00236,4,3,0,0,0,0,1,0.0,488.0,715,195.73065348933653,1,0,0,0,0,benign
TRACE-00237,7,4,0,1,1,1,2,0.0,501.2857142857143,980,472.9997989391124,1,4,1,0,1,retrieval_poisoning
TRACE-00238,6,4,0,1,1,0,1,0.0,472.6666666666667,980,445.47849212366003,2,2,1,0,1,retrieval_poisoning
TRACE-00239,6,3,0,0,0,2,2,0.0,363.5,780,237.97102685248922,0,1,0,1,0,prompt_hijacking
TRACE-00240,4,4,1,2,2,0,1,0.0,475.25,980,335.7717073635308,0,1,1,0,1,retrieval_poisoning
