session_id,event_count,agent_count,tool_call_count,unique_tool_count,external_call_count,privileged_action_count,max_permission_level,error_rate,mean_latency_ms,max_latency_ms,total_data_volume_kb,handoff_count,retrieval_count,suspicious_tool_count,instruction_override_count,untrusted_retrieval_count,label
TRACE-00037,13,4,6,3,0,1,2,0.0,410.84615384615387,688,498.0197290533504,1,3,0,0,0,benign
TRACE-00038,15,4,5,4,0,0,1,0.13333333333333333,453.93333333333334,749,420.2663317695166,2,3,0,0,0,benign
TRACE-00039,10,4,0,0,0,0,1,0.1,390.1,620,337.11169330517754,3,2,0,0,0,benign
TRACE-00040,18,4,5,3,0,1,2,0.0,429.0,738,635.7111192279956,4,3,0,0,0,benign
TRACE-00041,14,4,6,4,0,0,1,0.07142857142857142,316.2857142857143,649,461.913717517417,4,2,0,0,0,benign
TRACE-00042,11,4,2,2,2,4,3,0.0,466.8181818181818,706,588.8668865016944,4,3,1,0,0,prompt_hijacking
TRACE-00043,18,4,3,2,0,1,2,0.0,405.22222222222223,647,801.3287725564281,4,7,0,0,0,benign
TRACE-00044,15,4,5,2,1,1,2,0.0,429.93333333333334,615,403.3357784383609,3,2,0,0,0,benign
TRACE-00045,14,4,2,2,1,1,2,0.0,467.14285714285717,650,322.4243506838265,1,8,1,0,0,benign
TRACE-00046,10,3,1,3,1,0,1,0.2,516.7,980,801.7178546970943,2,5,1,0,1,retrieval_poisoning
TRACE-00047,13,4,6,3,1,1,2,0.07692307692307693,364.0769230769231,584,392.5881463911368,1,4,0,0,0,benign
TRACE-00048,15,4,4,2,0,1,2,0.0,365.46666666666664,707,413.39220474827385,5,3,0,0,0,benign
TRACE-00049,18,4,4,3,1,2,3,0.05555555555555555,521.4444444444445,780,894.8328752233934,3,6,1,1,0,prompt_hijacking
TRACE-00050,12,4,3,2,0,1,2,0.0,449.5,673,418.91651631486997,3,4,0,0,0,benign
TRACE-00051,16,4,2,3,1,0,1,0.0625,385.25,980,949.8164144459861,3,5,1,0,1,retrieval_poisoning
TRACE-00052,18,4,1,1,1,0,1,0.05555555555555555,464.44444444444446,682,593.8965482468384,3,0,0,0,0,benign
TRACE-00053,10,2,3,5,1,0,1,0.1,392.0,980,873.2392167852754,1,4,1,0,1,retrieval_poisoning
TRACE-00054,17,4,7,3,1,1,2,0.0,474.11764705882354,635,730.2968879534976,1,6,0,0,0,benign
TRACE-00055,18,3,6,5,3,3,3,0.16666666666666666,456.22222222222223,780,1040.597719427722,2,0,1,1,0,prompt_hijacking
TRACE-00056,17,4,1,1,0,1,2,0.058823529411764705,457.2352941176471,739,546.7100139646003,7,3,0,0,0,benign
TRACE-00057,11,4,4,3,0,1,2,0.0,344.6363636363636,631,352.8220014385835,4,1,0,0,0,benign
TRACE-00058,17,4,4,2,1,0,1,0.23529411764705882,455.05882352941177,734,520.563455441142,2,0,0,0,0,tool_redirection
TRACE-00059,12,4,4,4,1,3,3,0.16666666666666666,426.3333333333333,731,879.3966895538936,2,1,2,0,0,tool_redirection
TRACE-00060,17,4,5,4,0,0,1,0.058823529411764705,449.29411764705884,754,465.38042222231513,1,7,0,0,0,benign
TRACE-00061,16,4,6,3,1,1,2,0.0625,420.0,685,454.6204284247512,2,4,0,0,0,benign
TRACE-00062,13,4,2,2,0,2,2,0.0,437.84615384615387,640,447.07963317205565,3,3,0,0,0,benign
TRACE-00063,18,4,7,2,0,0,1,0.16666666666666666,424.44444444444446,708,598.5222585576807,3,5,0,0,0,benign
TRACE-00064,10,3,3,2,0,0,1,0.1,443.8,638,349.70808616167477,2,2,0,0,0,benign
TRACE-00065,15,4,4,2,0,2,2,0.13333333333333333,449.73333333333335,656,558.2298254640253,4,3,0,0,0,benign
TRACE-00066,12,4,4,2,0,0,1,0.0,494.25,690,299.60718097294654,4,1,0,0,0,benign
TRACE-00067,11,4,2,2,0,1,2,0.0,441.3636363636364,695,413.72734342158213,1,5,0,0,0,benign
TRACE-00068,13,4,2,2,1,0,1,0.15384615384615385,459.84615384615387,674,344.3030801633097,3,2,0,0,0,benign
TRACE-00069,17,4,6,3,1,0,1,0.0,353.70588235294116,558,531.9914749762287,4,4,0,0,0,benign
TRACE-00070,16,3,1,1,0,1,2,0.0625,428.0,697,485.05210749473514,4,4,0,0,0,benign
TRACE-00071,11,4,2,2,1,2,3,0.0,372.1818181818182,780,648.7121506600403,4,1,1,1,0,prompt_hijacking
TRACE-00072,13,4,1,1,1,2,2,0.07692307692307693,409.61538461538464,636,395.30672631322864,2,4,0,0,0,benign
TRACE-00073,9,4,1,1,0,0,1,0.0,385.22222222222223,648,297.66773124238335,4,1,0,0,0,benign
TRACE-00074,10,3,3,3,0,3,2,0.0,389.7,531,362.0234639262815,0,4,0,0,0,benign
TRACE-00075,14,4,4,3,2,5,3,0.0,455.07142857142856,780,634.427036970081,3,4,1,1,0,prompt_hijacking
TRACE-00076,9,4,2,2,0,1,2,0.1111111111111111,419.77777777777777,566,219.03986947107433,2,3,0,0,0,benign
TRACE-00077,10,4,1,1,0,0,1,0.0,385.8,676,271.4128477964796,1,5,0,0,0,benign
TRACE-00078,17,4,5,4,0,1,2,0.0,375.0,650,551.9907691840692,1,4,1,0,0,benign
TRACE-00079,9,4,3,3,1,1,2,0.1111111111111111,537.7777777777778,980,772.9592935727169,1,5,1,0,1,retrieval_poisoning
TRACE-00080,15,4,4,3,1,0,1,0.13333333333333333,453.6,726,514.1529734684796,3,4,0,0,0,benign
TRACE-00081,9,4,3,3,1,2,3,0.0,449.8888888888889,665,558.4954230095368,3,1,1,0,0,prompt_hijacking
TRACE-00082,16,4,5,3,0,1,2,0.0,450.5,630,482.85240446775646,3,3,0,0,0,benign
TRACE-00083,17,4,5,5,1,0,1,0.17647058823529413,454.0,980,1044.1452884157334,0,9,1,0,1,retrieval_poisoning
TRACE-00084,14,4,3,3,0,1,2,0.0,379.35714285714283,650,469.9045997601165,2,5,1,0,0,benign
TRACE-00085,17,4,6,4,1,2,3,0.0,483.94117647058823,780,769.3717837791621,3,4,1,1,0,prompt_hijacking
TRACE-00086,13,4,5,4,1,1,2,0.15384615384615385,409.15384615384613,980,871.6948519321617,2,4,1,0,1,retrieval_poisoning
TRACE-00087,12,4,5,3,0,4,2,0.0,399.0833333333333,631,264.568978201523,1,2,0,0,0,benign
TRACE-00088,15,4,3,2,0,1,2,0.06666666666666667,365.1333333333333,647,318.54901162162287,4,4,0,0,0,benign
TRACE-00089,17,4,4,3,2,2,3,0.0,414.2352941176471,664,946.9462781953815,3,5,1,0,0,tool_redirection
TRACE-00090,9,4,1,1,0,0,1,0.0,511.1111111111111,700,401.2062068807261,2,2,0,0,0,benign
TRACE-00091,9,4,2,2,0,1,2,0.1111111111111111,497.1111111111111,650,374.8232944396052,1,3,1,0,0,benign
TRACE-00092,14,4,4,4,2,3,3,0.14285714285714285,312.42857142857144,702,739.1583725518242,3,4,1,0,0,tool_redirection
TRACE-00093,15,4,3,3,1,1,2,0.06666666666666667,437.46666666666664,718,351.1320277061137,4,2,0,0,0,benign
TRACE-00094,13,4,2,2,1,3,3,0.0,384.9230769230769,780,824.5519504393018,3,5,1,1,0,prompt_hijacking
TRACE-00095,15,4,5,4,2,1,3,0.13333333333333333,396.53333333333336,876,770.9778765895921,5,2,1,0,0,tool_redirection
TRACE-00096,15,4,3,2,1,0,1,0.06666666666666667,431.1333333333333,824,374.15573000258934,3,6,0,0,0,retrieval_poisoning
TRACE-00097,11,4,4,4,1,2,3,0.0,386.45454545454544,685,604.096732639307,1,1,1,0,0,prompt_hijacking
TRACE-00098,17,4,6,5,1,4,3,0.058823529411764705,439.2352941176471,689,980.6350569235179,2,3,1,0,0,tool_redirection
TRACE-00099,10,4,2,2,0,2,2,0.0,382.9,610,343.8561027188886,3,2,0,0,0,benign
TRACE-00100,16,4,9,4,0,0,1,0.0,451.875,650,622.0997320760035,2,4,0,0,0,benign
TRACE-00101,13,4,7,5,2,4,3,0.0,416.0769230769231,690,789.3733221853977,1,2,2,0,0,tool_redirection
TRACE-00102,18,4,1,1,0,1,2,0.0,449.44444444444446,653,457.62253046801095,6,8,0,0,0,benign
TRACE-00103,12,3,5,4,1,1,3,0.0,422.1666666666667,666,735.908510868813,1,5,1,0,0,prompt_hijacking
TRACE-00104,12,3,1,1,0,1,2,0.0,391.1666666666667,735,530.9509554027607,4,3,0,0,0,benign
TRACE-00105,18,4,5,3,2,2,2,0.05555555555555555,418.8888888888889,747,627.9207574237757,5,6,1,0,0,benign
TRACE-00106,18,4,5,5,1,3,3,0.0,381.55555555555554,776,883.3489926958114,1,5,2,0,0,tool_redirection
TRACE-00107,14,4,4,3,1,2,3,0.0,401.57142857142856,780,647.6949145553297,3,2,1,1,0,prompt_hijacking
TRACE-00108,14,4,4,3,1,0,1,0.0,412.85714285714283,696,485.6076913648813,3,2,0,0,0,benign
TRACE-00109,16,4,4,2,0,2,2,0.0,418.375,768,437.8280947002438,4,4,0,0,0,benign
TRACE-00110,12,4,2,1,0,2,2,0.08333333333333333,447.75,844,317.17255236336683,3,2,0,0,0,benign
TRACE-00111,13,4,4,2,1,1,2,0.0,405.0769230769231,596,386.2851728253353,7,0,0,0,0,benign
TRACE-00112,14,3,4,4,2,3,3,0.0,392.57142857142856,780,737.8552097991372,3,1,1,1,0,prompt_hijacking
TRACE-00113,13,4,4,3,0,1,2,0.07692307692307693,389.46153846153845,741,409.29739194485524,3,2,0,0,0,benign
TRACE-00114,9,4,2,2,0,0,1,0.0,304.0,645,290.4130925912957,0,4,0,0,0,benign
TRACE-00115,17,4,3,3,1,1,2,0.0,421.7647058823529,599,605.9906073705934,5,6,0,0,0,benign
TRACE-00116,17,4,4,3,0,0,1,0.0,374.29411764705884,547,402.1054084071254,3,6,0,0,0,benign
TRACE-00117,13,4,4,4,0,0,1,0.0,390.61538461538464,660,448.45688621194824,2,5,0,0,0,benign
TRACE-00118,17,4,4,3,0,0,1,0.058823529411764705,451.29411764705884,677,929.5651316090562,3,5,0,0,0,retrieval_poisoning
TRACE-00119,17,4,0,0,1,3,2,0.11764705882352941,426.8235294117647,808,644.8530830489451,4,7,0,0,0,benign
TRACE-00120,16,4,8,4,0,1,2,0.1875,416.875,717,574.5302088831579,2,4,0,0,0,benign
TRACE-00121,10,3,2,2,1,2,3,0.2,428.5,780,583.1157957412803,3,2,1,1,0,prompt_hijacking
TRACE-00122,9,4,3,2,0,1,2,0.1111111111111111,488.55555555555554,760,544.4269883026152,1,1,0,0,0,retrieval_poisoning
TRACE-00123,10,4,4,2,0,1,2,0.0,434.7,664,283.51671870149505,1,4,0,0,0,benign
TRACE-00124,17,4,3,3,1,0,1,0.0,446.5882352941176,720,605.2469888406579,5,6,0,0,0,benign
TRACE-00125,11,4,2,2,0,1,2,0.0,370.3636363636364,679,298.45495227696495,4,1,0,0,0,benign
TRACE-00126,17,4,3,3,1,1,2,0.17647058823529413,408.94117647058823,614,478.07329591391397,1,7,0,0,0,benign
TRACE-00127,14,4,4,3,1,2,3,0.0,520.6428571428571,780,780.0754786508712,0,3,1,1,0,prompt_hijacking
TRACE-00128,16,4,6,4,2,4,3,0.0,425.3125,690,876.0236280677732,1,6,2,0,0,tool_redirection
TRACE-00129,11,4,3,3,0,0,1,0.0,574.9090909090909,731,428.156109146447,1,2,0,0,0,benign
TRACE-00130,16,4,1,3,2,2,2,0.0625,460.3125,980,1016.372844752751,4,7,1,0,1,retrieval_poisoning
TRACE-00131,11,4,0,0,0,1,2,0.0,468.6363636363636,693,382.81482600459225,4,6,0,0,0,benign
TRACE-00132,15,4,4,3,0,0,1,0.0,398.2,731,427.8362308479215,2,1,0,0,0,benign
TRACE-00133,9,3,5,4,1,5,3,0.1111111111111111,483.22222222222223,785,575.349058366641,1,2,2,0,0,tool_redirection
TRACE-00134,13,4,6,4,1,1,3,0.0,401.38461538461536,850,647.9475612755801,1,2,1,0,0,prompt_hijacking
TRACE-00135,17,4,6,4,0,3,2,0.058823529411764705,475.8235294117647,748,409.07012021324203,3,2,1,0,0,benign
TRACE-00136,9,4,2,2,0,0,1,0.2222222222222222,522.4444444444445,743,207.61037222895257,2,4,0,0,0,benign
TRACE-00137,16,4,3,3,1,2,2,0.0,422.625,708,447.0579526027318,4,2,1,0,0,benign
TRACE-00138,12,4,6,4,1,0,1,0.08333333333333333,479.9166666666667,748,451.00313520820623,1,1,0,0,0,benign
TRACE-00139,17,4,4,2,0,2,2,0.0,438.4117647058824,658,424.3350353356182,3,5,0,0,0,benign
TRACE-00140,11,4,1,1,0,1,2,0.0,475.27272727272725,802,284.73791999586257,5,1,0,0,0,benign
TRACE-00141,15,4,5,2,0,2,2,0.13333333333333333,440.1333333333333,599,431.77933642005655,3,5,0,0,0,benign
TRACE-00142,13,4,2,2,1,1,2,0.07692307692307693,515.1538461538462,980,772.2649825767231,2,5,1,0,1,retrieval_poisoning
TRACE-00143,15,4,4,3,1,2,3,0.13333333333333333,318.73333333333335,690,882.9999223799598,1,4,2,0,0,tool_redirection
TRACE-00144,13,4,2,3,1,2,2,0.07692307692307693,463.38461538461536,980,999.5805684938437,2,7,1,0,1,retrieval_poisoning
TRACE-00145,15,4,2,2,0,1,2,0.13333333333333333,378.4,602,509.93747989720885,3,2,0,0,0,benign
TRACE-00146,10,4,2,2,0,3,2,0.3,407.6,583,404.7339043935613,4,1,0,0,0,benign
TRACE-00147,12,4,3,2,0,4,2,0.0,367.1666666666667,737,279.90590826202595,1,4,0,0,0,benign
TRACE-00148,14,4,2,2,0,2,2,0.0,430.2857142857143,694,573.8450238993696,3,5,0,0,0,benign
TRACE-00149,9,3,3,3,2,4,3,0.0,432.22222222222223,690,544.5245021934227,0,0,2,0,0,tool_redirection
TRACE-00150,16,4,3,2,1,3,3,0.0,484.375,780,713.7621505144682,3,1,1,1,0,prompt_hijacking
TRACE-00151,12,4,2,2,0,1,2,0.0,459.1666666666667,772,324.274671834208,2,4,0,0,0,benign
TRACE-00152,10,3,3,2,0,2,2,0.0,442.5,631,356.98903423250226,2,0,0,0,0,benign
TRACE-00153,11,4,2,2,0,1,2,0.18181818181818182,418.0,617,225.50537476469626,2,1,0,0,0,benign
TRACE-00154,12,4,2,3,1,0,1,0.08333333333333333,516.5833333333334,980,777.0159122766378,3,6,1,0,1,retrieval_poisoning
TRACE-00155,10,3,4,4,1,3,3,0.2,527.7,780,677.4764053740435,2,1,1,1,0,prompt_hijacking
TRACE-00156,16,4,3,2,0,1,2,0.0,445.8125,745,521.2850835832693,2,4,0,0,0,tool_redirection
TRACE-00157,9,4,2,2,0,0,1,0.0,452.8888888888889,723,237.07409058125626,2,1,0,0,0,retrieval_poisoning
TRACE-00158,17,4,5,3,0,2,2,0.0,414.2352941176471,661,389.2236894300687,3,3,0,0,0,benign
TRACE-00159,10,4,4,3,1,2,3,0.0,399.1,694,754.7433392283037,2,0,1,0,0,tool_redirection
TRACE-00160,12,4,3,3,1,2,2,0.0,432.0,658,324.0493641458932,1,4,1,0,0,benign
TRACE-00161,18,4,5,3,3,3,3,0.1111111111111111,466.55555555555554,780,848.8165816250921,3,6,1,1,0,prompt_hijacking
TRACE-00162,9,3,3,3,2,2,3,0.1111111111111111,452.0,701,881.384521383937,0,3,1,0,0,tool_redirection
TRACE-00163,13,4,5,3,0,2,2,0.0,397.46153846153845,749,408.56821115306326,6,0,0,0,0,benign
TRACE-00164,15,4,5,4,0,1,2,0.06666666666666667,462.8,673,867.8413702575403,2,5,0,0,0,retrieval_poisoning
TRACE-00165,13,4,5,3,0,0,1,0.0,317.3076923076923,523,556.0373752112986,2,3,0,0,0,benign
TRACE-00166,16,3,2,3,1,2,2,0.125,434.8125,980,1000.7205560115289,1,6,1,0,1,retrieval_poisoning
TRACE-00167,17,4,4,3,0,0,1,0.0,384.4117647058824,565,610.6933188775414,3,3,0,0,0,benign
TRACE-00168,18,4,2,2,1,2,3,0.0,357.1111111111111,780,913.3801603879119,6,2,1,1,0,prompt_hijacking
TRACE-00169,11,4,3,2,0,3,2,0.18181818181818182,417.0,644,456.3006165470805,0,3,0,0,0,benign
TRACE-00170,15,4,4,4,1,2,3,0.13333333333333333,440.6,780,813.0223082316957,1,5,1,1,0,prompt_hijacking
TRACE-00171,12,4,3,2,0,0,1,0.0,428.75,564,513.9585180244276,2,5,0,0,0,benign
TRACE-00172,10,3,2,2,0,0,1,0.0,402.0,741,274.3875263278431,2,4,0,0,0,benign
TRACE-00173,16,4,7,4,0,0,1,0.0625,408.0625,629,422.2119876573236,3,2,0,0,0,benign
TRACE-00174,9,4,2,2,0,2,2,0.0,421.6666666666667,598,322.7193603204137,3,1,0,0,0,benign
TRACE-00175,12,4,4,3,0,0,1,0.08333333333333333,423.3333333333333,642,461.47658990184436,2,2,0,0,0,benign
TRACE-00176,16,4,7,4,1,0,1,0.0625,404.1875,784,510.4132038952472,3,0,0,0,0,benign
TRACE-00177,14,4,6,5,1,2,3,0.0,387.0,690,854.6802950359674,1,4,2,0,0,tool_redirection
TRACE-00178,13,4,7,3,0,1,2,0.15384615384615385,487.61538461538464,742,519.6500943870793,2,4,0,0,0,tool_redirection
TRACE-00179,11,3,3,2,0,2,2,0.0,478.45454545454544,700,330.3619605933724,4,1,0,0,0,benign
TRACE-00180,11,4,2,1,0,1,2,0.2727272727272727,477.54545454545456,803,335.32065699592624,2,2,0,0,0,benign
TRACE-00181,12,4,0,1,0,0,1,0.16666666666666666,373.75,678,590.8567764611561,4,6,0,0,0,retrieval_poisoning
TRACE-00182,10,4,2,2,0,0,1,0.1,452.6,740,352.0059744986329,3,3,0,0,0,benign
TRACE-00183,17,4,4,2,0,1,2,0.17647058823529413,405.52941176470586,653,546.182511442878,5,6,0,0,0,benign
TRACE-00184,11,3,3,3,1,1,2,0.09090909090909091,462.45454545454544,980,730.9130442907594,3,4,1,0,1,retrieval_poisoning
TRACE-00185,12,4,4,3,1,3,3,0.08333333333333333,460.6666666666667,780,552.2042764486984,3,0,1,1,0,prompt_hijacking
TRACE-00186,16,4,4,2,1,1,2,0.0625,446.9375,747,464.09636371192187,6,3,0,0,0,benign
TRACE-00187,16,4,6,2,0,1,2,0.0,473.1875,728,436.37987955020844,2,2,0,0,0,benign
TRACE-00188,13,4,2,2,1,0,1,0.07692307692307693,467.2307692307692,686,373.0606555668616,0,3,0,0,0,benign
TRACE-00189,17,4,5,4,2,3,3,0.0,466.70588235294116,793,812.7518351474174,4,3,2,0,0,tool_redirection
TRACE-00190,15,4,7,6,2,6,3,0.0,407.8666666666667,690,717.1903536866795,2,2,2,0,0,tool_redirection
TRACE-00191,13,4,4,3,0,3,2,0.0,368.38461538461536,725,461.2407163989278,4,1,0,0,0,benign
TRACE-00192,14,4,3,2,0,1,2,0.14285714285714285,433.2142857142857,808,629.2796668543361,0,6,0,0,0,retrieval_poisoning
TRACE-00193,14,4,4,4,1,1,2,0.07142857142857142,408.14285714285717,980,863.7813231914173,3,3,1,0,1,retrieval_poisoning
TRACE-00194,11,3,5,2,1,1,2,0.0,469.6363636363636,713,275.8586533030522,2,1,0,0,0,benign
TRACE-00195,14,4,1,1,0,0,1,0.07142857142857142,402.2142857142857,584,455.5043638353259,4,3,0,0,0,benign
TRACE-00196,15,4,5,3,0,1,2,0.0,400.6,629,423.47918051258733,2,5,0,0,0,benign
TRACE-00197,16,4,6,2,1,3,2,0.0,388.25,591,431.0234151272572,1,5,0,0,0,benign
TRACE-00198,18,4,6,3,1,2,2,0.0,426.72222222222223,612,568.409976968709,3,3,0,0,0,tool_redirection
TRACE-00199,13,4,1,3,1,0,1,0.07692307692307693,485.15384615384613,980,826.9570182291563,3,6,1,0,1,retrieval_poisoning
TRACE-00200,10,3,2,2,1,2,2,0.0,365.1,488,325.77875861293023,3,3,0,0,0,benign
TRACE-00201,17,4,3,2,1,0,1,0.058823529411764705,460.29411764705884,687,453.49989084630914,3,7,0,0,0,benign
TRACE-00202,18,4,5,3,0,1,2,0.05555555555555555,428.22222222222223,679,408.0487471015467,4,3,0,0,0,benign
TRACE-00203,9,4,4,2,0,2,2,0.2222222222222222,367.22222222222223,462,244.87508261588766,0,4,0,0,0,benign
TRACE-00204,12,4,5,3,0,1,2,0.16666666666666666,465.1666666666667,681,368.55748600758886,2,2,0,0,0,benign
TRACE-00205,17,4,3,1,1,1,2,0.058823529411764705,407.1764705882353,649,616.461427455096,5,6,0,0,0,benign
TRACE-00206,9,4,2,2,0,1,2,0.0,418.1111111111111,659,320.4559678290623,2,3,0,0,0,benign
TRACE-00207,14,4,3,3,0,1,2,0.0,391.07142857142856,661,446.78650904437956,4,3,0,0,0,benign
TRACE-00208,15,4,4,3,0,0,1,0.06666666666666667,474.1333333333333,705,496.44873111183193,4,2,0,0,0,benign
TRACE-00209,18,4,2,2,2,1,2,0.05555555555555555,390.3888888888889,680,715.8225925770334,6,9,0,0,0,benign
TRACE-00210,10,4,3,3,0,2,2,0.0,467.4,584,198.11802785686805,2,2,0,0,0,benign
TRACE-00211,11,3,4,2,0,1,2,0.09090909090909091,449.1818181818182,711,350.22256205335,2,2,0,0,0,benign
TRACE-00212,14,3,4,4,1,3,3,0.07142857142857142,497.7857142857143,700,742.8466420971724,3,4,2,0,0,tool_redirection
TRACE-00213,9,4,5,2,1,0,1,0.0,402.6666666666667,585,253.68327595208603,0,2,0,0,0,benign
TRACE-00214,15,4,3,2,0,2,2,0.0,416.93333333333334,755,641.6849144360629,3,5,0,0,0,benign
TRACE-00215,10,3,2,1,0,0,1,0.0,454.6,778,337.6773980035098,0,5,0,0,0,benign
TRACE-00216,13,3,3,3,0,0,1,0.0,424.0,668,330.34676439375437,4,4,0,0,0,benign
TRACE-00217,18,4,1,1,2,2,2,0.16666666666666666,499.3888888888889,795,546.4958361501011,6,2,0,0,0,benign
TRACE-00218,12,4,3,2,1,1,2,0.08333333333333333,448.8333333333333,780,282.3089611848785,2,6,0,0,0,benign
TRACE-00219,17,4,7,5,1,3,3,0.11764705882352941,458.05882352941177,780,847.4489884048455,2,4,1,1,0,prompt_hijacking
TRACE-00220,15,4,4,2,0,1,2,0.06666666666666667,351.1333333333333,573,556.3017039423208,3,6,0,0,0,prompt_hijacking
TRACE-00221,14,4,3,2,0,0,1,0.14285714285714285,499.5,711,629.5679888698616,5,4,0,0,0,benign
TRACE-00222,15,3,5,2,0,2,2,0.06666666666666667,432.8666666666667,792,414.27863254421135,1,4,0,0,0,benign
TRACE-00223,16,4,1,1,1,0,1,0.0,467.9375,821,601.0002359673917,8,4,0,0,0,benign
TRACE-00224,12,4,2,2,0,1,2,0.0,415.5,741,337.88705189109226,2,4,0,0,0,benign
TRACE-00225,9,4,3,3,1,2,3,0.0,528.3333333333334,780,683.7233370623441,0,3,1,1,0,prompt_hijacking
TRACE-00226,18,4,3,3,1,3,3,0.0,452.8888888888889,727,955.7008771891919,6,5,1,0,0,prompt_hijacking
TRACE-00227,10,4,2,3,1,2,2,0.1,497.9,980,747.8669107372051,1,5,1,0,1,retrieval_poisoning
TRACE-00228,17,4,6,4,0,4,2,0.0,462.2352941176471,650,410.6386970515085,2,4,1,0,0,benign
TRACE-00229,15,4,2,2,1,3,3,0.0,438.6666666666667,780,743.5886004225534,5,2,1,1,0,prompt_hijacking
